"text","intent","sentiment","priority"
"على فكرة، مش عارف ليه المدة قصيرة كده للاسترجاع برجاء الإفادة","policy_inquiry","negative","low"
"طب قربت المدة القانونية تخلص، ينفع ارجع الـكيبورد؟ في انتظار ردكم","policy_inquiry","neutral","medium"
"قربت المدة القانونية تخلص، ينفع أرجع الـسماعة؟","policy_inquiry","neutral","medium"
"بجد قربت المدة القانونية تخلص، ينفع ارجع الـموبايل؟ ياريت حد يرد عليا","policy_inquiry","neutral","medium"
"من فضلك، قربت المدة القانونية تخلص، ينفع ارجع الـشاحن؟ وشكراً لتعاونكم","policy_inquiry","neutral","medium"
"قربت المدة القانونية تخلص، ينفع أرجع الساعة الذكية؟","policy_inquiry","neutral","medium"
"طب قربت المدة القانونية تخلص، ينفع أرجع الـلابتوب؟ في انتظار ردكم","policy_inquiry","neutral","medium"
"معلش، قربت المدة القانونية تخلص، ينفع ارجع الـهيدفون؟ وشكراً لتعاونكم","policy_inquiry","neutral","medium"
"قربت المدة القانونية تخلص، ينفع ارجع الـتابلت؟ برجاء الإفادة","policy_inquiry","neutral","medium"
"معلش، قربت المدة القانونية تخلص، ينفع ارجع الـهيدفون؟ ياريت حد يرد عليا","policy_inquiry","neutral","medium"
"من فضلك، قربت المدة القانونية تخلص، ينفع ارجع الـكيبورد؟ في انتظار ردكم","policy_inquiry","neutral","medium"
"معلش، قربت المدة القانونية تخلص، ينفع أرجع الـتابلت؟ وشكراً لتعاونكم","policy_inquiry","neutral","medium"
"على فكرة، قربت المدة القانونية تخلص، ينفع أرجع الـسماعة؟ في انتظار ردكم","policy_inquiry","neutral","medium"
"لو سمحت، قربت المدة القانونية تخلص، ينفع أرجع الـكيبورد؟ في انتظار ردكم","policy_inquiry","neutral","medium"
"لو سمحت، قربت المدة القانونية تخلص، ينفع ارجع الـباور بانك؟ وشكراً لتعاونكم","policy_inquiry","neutral","medium"
"قربت المدة القانونية تخلص، ينفع أرجع الساعة الذكية؟ برجاء الإفادة","policy_inquiry","neutral","medium"
"بجد قربت المدة القانونية تخلص، ينفع أرجع الـشاحن؟ برجاء الإفادة","policy_inquiry","neutral","medium"
"لو سمحت، قربت المدة القانونية تخلص، ينفع ارجع الـباور بانك؟ برجاء الإفادة","policy_inquiry","neutral","medium"
"على فكرة، قربت المدة القانونية تخلص، ينفع أرجع الـباور بانك؟ برجاء الإفادة","policy_inquiry","neutral","medium"
"من فضلك، قربت المدة القانونية تخلص، ينفع أرجع الـشاحن؟ ياريت حد يرد عليا","policy_inquiry","neutral","medium"
"بجد قربت المدة القانونية تخلص، ينفع ارجع الـهيدفون؟ في انتظار ردكم","policy_inquiry","neutral","medium"
"على فكرة، مبسوط من مرونة سياسة الاسترجاع عندكم ياريت حد يرد عليا","policy_inquiry","positive","low"
"على فكرة، مبسوط من مرونة سياسة الاسترجاع عندكم","policy_inquiry","positive","low"
"معلش، مبسوط من مرونة سياسة الاسترجاع عندكم وشكراً لتعاونكم","policy_inquiry","positive","low"
"طب مبسوط من مرونة سياسة الاسترجاع عندكم وشكراً لتعاونكم","policy_inquiry","positive","low"
"طب مبسوط من مرونة سياسة الاسترجاع عندكم برجاء الإفادة","policy_inquiry","positive","low"
"مبسوط من مرونة سياسة الاسترجاع عندكم في انتظار ردكم","policy_inquiry","positive","low"
"معلش، مبسوط من مرونة سياسة الاسترجاع عندكم","policy_inquiry","positive","low"
"من فضلك، مبسوط من مرونة سياسة الاسترجاع عندكم في انتظار ردكم","policy_inquiry","positive","low"
"مبسوط من مرونة سياسة الاسترجاع عندكم ياريت حد يرد عليا","policy_inquiry","positive","low"
"من فضلك، مبسوط من مرونة سياسة الاسترجاع عندكم برجاء الإفادة","policy_inquiry","positive","low"
"لو سمحت، مبسوط من مرونة سياسة الاسترجاع عندكم برجاء الإفادة","policy_inquiry","positive","low"
"مبسوط من مرونة سياسة الاسترجاع عندكم برجاء الإفادة","policy_inquiry","positive","low"
"من فضلك، عايز أعرف هل في رسوم على عملية الاستبدال","policy_inquiry","neutral","low"
"طب عايز أعرف هل في رسوم على عملية الاستبدال وشكراً لتعاونكم","policy_inquiry","neutral","low"
"معلش، عاوز أعرف هل في رسوم على عملية الاستبدال","policy_inquiry","neutral","low"
"طب عايز أعرف هل في رسوم على عملية الاستبدال برجاء الإفادة","policy_inquiry","neutral","low"
"على فكرة، عاوز أعرف هل في رسوم على عملية الاستبدال","policy_inquiry","neutral","low"
"من فضلك، عايز أعرف هل في رسوم على عملية الاستبدال في انتظار ردكم","policy_inquiry","neutral","low"
"معلش، عايز أعرف هل في رسوم على عملية الاستبدال وشكراً لتعاونكم","policy_inquiry","neutral","low"
"طب عايز أعرف هل في رسوم على عملية الاستبدال في انتظار ردكم","policy_inquiry","neutral","low"
"عايز أعرف هل في رسوم على عملية الاستبدال","policy_inquiry","neutral","low"
"لو سمحت، عايز أعرف هل في رسوم على عملية الاستبدال","policy_inquiry","neutral","low"
"على فكرة، عايز أعرف هل في رسوم على عملية الاستبدال وشكراً لتعاونكم","policy_inquiry","neutral","low"
"من فضلك، عايز أعرف هل في رسوم على عملية الاستبدال برجاء الإفادة","policy_inquiry","neutral","low"
"لو سمحت، هل ينفع أرجع أكتر من منتج في نفس الوقت؟ في انتظار ردكم","policy_inquiry","neutral","low"
"طب هل ينفع ارجع أكتر من منتج في نفس الوقت؟","policy_inquiry","neutral","low"
"طب هل ينفع أرجع أكتر من منتج في نفس الوقت؟ وشكراً لتعاونكم","policy_inquiry","neutral","low"
"معلش، هل ينفع ارجع أكتر من منتج في نفس الوقت؟ برجاء الإفادة","policy_inquiry","neutral","low"
"بجد هل ينفع أرجع أكتر من منتج في نفس الوقت؟ برجاء الإفادة","policy_inquiry","neutral","low"
"من فضلك، هل ينفع ارجع أكتر من منتج في نفس الوقت؟ ياريت حد يرد عليا","policy_inquiry","neutral","low"
"معلش، هل ينفع أرجع أكتر من منتج في نفس الوقت؟","policy_inquiry","neutral","low"
"على فكرة، هل ينفع ارجع أكتر من منتج في نفس الوقت؟ ياريت حد يرد عليا","policy_inquiry","neutral","low"
"بجد هل ينفع أرجع أكتر من منتج في نفس الوقت؟","policy_inquiry","neutral","low"
"هل ينفع ارجع أكتر من منتج في نفس الوقت؟ في انتظار ردكم","policy_inquiry","neutral","low"
"طب هل ينفع أرجع أكتر من منتج في نفس الوقت؟ ياريت حد يرد عليا","policy_inquiry","neutral","low"
"لو سمحت، هل ينفع أرجع أكتر من منتج في نفس الوقت؟ ياريت حد يرد عليا","policy_inquiry","neutral","low"
"لو سمحت، ينفع أستبدل الـتابلت بموديل تاني؟ في انتظار ردكم","policy_inquiry","neutral","low"
"من فضلك، ينفع أستبدل الـباور بانك بموديل تاني؟ وشكراً لتعاونكم","policy_inquiry","neutral","low"
"بجد ينفع أستبدل الـكيبورد بموديل تاني؟ وشكراً لتعاونكم","policy_inquiry","neutral","low"
"طب ينفع أستبدل الـشاشة بموديل تاني؟ ياريت حد يرد عليا","policy_inquiry","neutral","low"
"ينفع أستبدل الـكاميرا بموديل تاني؟ وشكراً لتعاونكم","policy_inquiry","neutral","low"
"معلش، ينفع أستبدل الساعة الذكية بموديل تاني؟ ياريت حد يرد عليا","policy_inquiry","neutral","low"
"لو سمحت، ينفع أستبدل الـماوس بموديل تاني؟","policy_inquiry","neutral","low"
"معلش، ينفع أستبدل الـماوس بموديل تاني؟ برجاء الإفادة","policy_inquiry","neutral","low"
"معلش، ينفع أستبدل الـلابتوب بموديل تاني؟ ياريت حد يرد عليا","policy_inquiry","neutral","low"
"على فكرة، ينفع أستبدل الـكاميرا بموديل تاني؟ برجاء الإفادة","policy_inquiry","neutral","low"
"بجد ينفع أستبدل الـكيبورد بموديل تاني؟ في انتظار ردكم","policy_inquiry","neutral","low"
"طب ينفع أستبدل الـكيبورد بموديل تاني؟","policy_inquiry","neutral","low"
"على فكرة، ينفع أستبدل الـباور بانك بموديل تاني؟ في انتظار ردكم","policy_inquiry","neutral","low"
"معلش، ينفع أستبدل الـسماعة بموديل تاني؟ في انتظار ردكم","policy_inquiry","neutral","low"
"على فكرة، ينفع أستبدل الـموبايل بموديل تاني؟","policy_inquiry","neutral","low"
"إيه هي شروط استبدال المنتجات؟","policy_inquiry","neutral","low"
"من فضلك، إيه هي شروط استبدال المنتجات؟","policy_inquiry","neutral","low"
"على فكرة، إيه هي شروط استبدال المنتجات؟ ياريت حد يرد عليا","policy_inquiry","neutral","low"
"لو سمحت، إيه هي شروط استبدال المنتجات؟","policy_inquiry","neutral","low"
"إيه هي شروط استبدال المنتجات؟ في انتظار ردكم","policy_inquiry","neutral","low"
"بجد إيه هي شروط استبدال المنتجات؟","policy_inquiry","neutral","low"
"لو سمحت، إيه هي شروط استبدال المنتجات؟ ياريت حد يرد عليا","policy_inquiry","neutral","low"
"على فكرة، إيه هي شروط استبدال المنتجات؟ في انتظار ردكم","policy_inquiry","neutral","low"
"من فضلك، إيه هي شروط استبدال المنتجات؟ في انتظار ردكم","policy_inquiry","neutral","low"
"بجد إيه هي شروط استبدال المنتجات؟ برجاء الإفادة","policy_inquiry","neutral","low"
"لو سمحت، إيه هي شروط استبدال المنتجات؟ برجاء الإفادة","policy_inquiry","neutral","low"
"على فكرة، إيه هي شروط استبدال المنتجات؟ وشكراً لتعاونكم","policy_inquiry","neutral","low"
"لو غيرت رأيي بعد الشراء، ينفع أرجعه؟ برجاء الإفادة","policy_inquiry","neutral","low"
"طب لو غيرت رأيي بعد الشراء، ينفع ارجعه؟","policy_inquiry","neutral","low"
"طب لو غيرت رأيي بعد الشراء، ينفع ارجعه؟ ياريت حد يرد عليا","policy_inquiry","neutral","low"
"بجد لو غيرت رأيي بعد الشراء، ينفع أرجعه؟ ياريت حد يرد عليا","policy_inquiry","neutral","low"
"لو سمحت، لو غيرت رأيي بعد الشراء، ينفع ارجعه؟ وشكراً لتعاونكم","policy_inquiry","neutral","low"
"معلش، لو غيرت رأيي بعد الشراء، ينفع أرجعه؟ وشكراً لتعاونكم","policy_inquiry","neutral","low"
"لو سمحت، لو غيرت رأيي بعد الشراء، ينفع ارجعه؟","policy_inquiry","neutral","low"
"لو غيرت رأيي بعد الشراء، ينفع أرجعه؟","policy_inquiry","neutral","low"
"معلش، لو غيرت رأيي بعد الشراء، ينفع أرجعه؟ برجاء الإفادة","policy_inquiry","neutral","low"
"لو غيرت رأيي بعد الشراء، ينفع أرجعه؟ وشكراً لتعاونكم","policy_inquiry","neutral","low"
"لو غيرت رأيي بعد الشراء، ينفع أرجعه؟ ياريت حد يرد عليا","policy_inquiry","neutral","low"
"لو غيرت رأيي بعد الشراء، ينفع أرجعه؟ في انتظار ردكم","policy_inquiry","neutral","low"
"على فكرة، عاوز أفهم سياسة الاسترجاع بالتفصيل في انتظار ردكم","policy_inquiry","neutral","low"
"عايز أفهم سياسة الاسترجاع بالتفصيل في انتظار ردكم","policy_inquiry","neutral","low"
"بجد عايز أفهم سياسة الاسترجاع بالتفصيل ياريت حد يرد عليا","policy_inquiry","neutral","low"
"من فضلك، عايز أفهم سياسة الاسترجاع بالتفصيل وشكراً لتعاونكم","policy_inquiry","neutral","low"
"طب عايز أفهم سياسة الاسترجاع بالتفصيل في انتظار ردكم","policy_inquiry","neutral","low"
"من فضلك، عايز أفهم سياسة الاسترجاع بالتفصيل برجاء الإفادة","policy_inquiry","neutral","low"
"بجد عاوز أفهم سياسة الاسترجاع بالتفصيل","policy_inquiry","neutral","low"
"عاوز أفهم سياسة الاسترجاع بالتفصيل","policy_inquiry","neutral","low"
"معلش، عايز أفهم سياسة الاسترجاع بالتفصيل برجاء الإفادة","policy_inquiry","neutral","low"
"بجد عايز أفهم سياسة الاسترجاع بالتفصيل في انتظار ردكم","policy_inquiry","neutral","low"
"معلش، عايز أفهم سياسة الاسترجاع بالتفصيل وشكراً لتعاونكم","policy_inquiry","neutral","low"
"من فضلك، عايز أفهم سياسة الاسترجاع بالتفصيل","policy_inquiry","neutral","low"
"لو سمحت، ممكن أعرف سياسة الاسترجاع؟ في انتظار ردكم","policy_inquiry","neutral","low"
"ممكن أعرف سياسة الاسترجاع؟ في انتظار ردكم","policy_inquiry","neutral","low"
"على فكرة، ممكن أعرف سياسة الاسترجاع؟","policy_inquiry","neutral","low"
"من فضلك، ممكن أعرف سياسة الاسترجاع؟ برجاء الإفادة","policy_inquiry","neutral","low"
"بجد ممكن أعرف سياسة الاسترجاع؟","policy_inquiry","neutral","low"
"معلش، ممكن أعرف سياسة الاسترجاع؟ وشكراً لتعاونكم","policy_inquiry","neutral","low"
"معلش، ممكن أعرف سياسة الاسترجاع؟ في انتظار ردكم","policy_inquiry","neutral","low"
"طب ممكن أعرف سياسة الاسترجاع؟ برجاء الإفادة","policy_inquiry","neutral","low"
"طب ممكن أعرف سياسة الاسترجاع؟ ياريت حد يرد عليا","policy_inquiry","neutral","low"
"معلش، ممكن أعرف سياسة الاسترجاع؟ برجاء الإفادة","policy_inquiry","neutral","low"
"لو سمحت، ممكن أعرف سياسة الاسترجاع؟","policy_inquiry","neutral","low"
"معلش، ممكن أعرف سياسة الاسترجاع؟","policy_inquiry","neutral","low"
"طب لو المنتج مش مناسب، ينفع أستبدله؟ برجاء الإفادة","policy_inquiry","neutral","low"
"لو سمحت، لو المنتج مش مناسب، ينفع أستبدله؟ ياريت حد يرد عليا","policy_inquiry","neutral","low"
"على فكرة، لو المنتج مش مناسب، ينفع أستبدله؟ وشكراً لتعاونكم","policy_inquiry","neutral","low"
"بجد لو المنتج مش مناسب، ينفع أستبدله؟ ياريت حد يرد عليا","policy_inquiry","neutral","low"
"من فضلك، لو المنتج مش مناسب، ينفع أستبدله؟ ياريت حد يرد عليا","policy_inquiry","neutral","low"
"بجد لو المنتج مش مناسب، ينفع أستبدله؟ في انتظار ردكم","policy_inquiry","neutral","low"
"من فضلك، لو المنتج مش مناسب، ينفع أستبدله؟ في انتظار ردكم","policy_inquiry","neutral","low"
"معلش، لو المنتج مش مناسب، ينفع أستبدله؟ في انتظار ردكم","policy_inquiry","neutral","low"
"لو سمحت، لو المنتج مش مناسب، ينفع أستبدله؟ وشكراً لتعاونكم","policy_inquiry","neutral","low"
"معلش، لو المنتج مش مناسب، ينفع أستبدله؟ برجاء الإفادة","policy_inquiry","neutral","low"
"لو المنتج مش مناسب، ينفع أستبدله؟","policy_inquiry","neutral","low"
"لو المنتج مش مناسب، ينفع أستبدله؟ ياريت حد يرد عليا","policy_inquiry","neutral","low"
"من فضلك، هل لازم الفاتورة عشان ارجع المنتج؟","policy_inquiry","neutral","low"
"بجد هل لازم الفاتورة عشان أرجع المنتج؟ وشكراً لتعاونكم","policy_inquiry","neutral","low"
"هل لازم الفاتورة عشان أرجع المنتج؟ برجاء الإفادة","policy_inquiry","neutral","low"
"من فضلك، هل لازم الفاتورة عشان أرجع المنتج؟ وشكراً لتعاونكم","policy_inquiry","neutral","low"
"طب هل لازم الفاتورة عشان أرجع المنتج؟ في انتظار ردكم","policy_inquiry","neutral","low"
"من فضلك، هل لازم الفاتورة عشان أرجع المنتج؟ في انتظار ردكم","policy_inquiry","neutral","low"
"معلش، هل لازم الفاتورة عشان ارجع المنتج؟ وشكراً لتعاونكم","policy_inquiry","neutral","low"
"هل لازم الفاتورة عشان ارجع المنتج؟","policy_inquiry","neutral","low"
"على فكرة، هل لازم الفاتورة عشان أرجع المنتج؟ وشكراً لتعاونكم","policy_inquiry","neutral","low"
"معلش، هل لازم الفاتورة عشان أرجع المنتج؟ ياريت حد يرد عليا","policy_inquiry","neutral","low"
"لو سمحت، هل لازم الفاتورة عشان أرجع المنتج؟ برجاء الإفادة","policy_inquiry","neutral","low"
"طب هل لازم الفاتورة عشان أرجع المنتج؟","policy_inquiry","neutral","low"
"من فضلك، حلو أوي ان الاستبدال مجاني للمنتج التالف برجاء الإفادة","policy_inquiry","positive","low"
"حلو أوي ان الاستبدال مجاني للمنتج التالف وشكراً لتعاونكم","policy_inquiry","positive","low"
"معلش، حلو أوي ان الاستبدال مجاني للمنتج التالف برجاء الإفادة","policy_inquiry","positive","low"
"من فضلك، حلو أوي ان الاستبدال مجاني للمنتج التالف وشكراً لتعاونكم","policy_inquiry","positive","low"
"طب حلو أوي ان الاستبدال مجاني للمنتج التالف برجاء الإفادة","policy_inquiry","positive","low"
"معلش، حلو أوي ان الاستبدال مجاني للمنتج التالف وشكراً لتعاونكم","policy_inquiry","positive","low"
"من فضلك، حلو أوي ان الاستبدال مجاني للمنتج التالف ياريت حد يرد عليا","policy_inquiry","positive","low"
"لو سمحت، حلو أوي ان الاستبدال مجاني للمنتج التالف برجاء الإفادة","policy_inquiry","positive","low"
"طب حلو أوي ان الاستبدال مجاني للمنتج التالف ياريت حد يرد عليا","policy_inquiry","positive","low"
"على فكرة، حلو أوي ان الاستبدال مجاني للمنتج التالف ياريت حد يرد عليا","policy_inquiry","positive","low"
"لو سمحت، حلو أوي ان الاستبدال مجاني للمنتج التالف وشكراً لتعاونكم","policy_inquiry","positive","low"
"على فكرة، حلو أوي ان الاستبدال مجاني للمنتج التالف برجاء الإفادة","policy_inquiry","positive","low"
"معلش، الوقت بيمشي وعايز أعرف قرار الاسترجاع بسرعة برجاء الإفادة","policy_inquiry","neutral","medium"
"الوقت بيمشي وعايز أعرف قرار الاسترجاع بسرعة ياريت حد يرد عليا","policy_inquiry","neutral","medium"
"طب الوقت بيمشي وعاوز أعرف قرار الاسترجاع بسرعة ياريت حد يرد عليا","policy_inquiry","neutral","medium"
"طب الوقت بيمشي وعايز أعرف قرار الاسترجاع بسرعة برجاء الإفادة","policy_inquiry","neutral","medium"
"لو سمحت، الوقت بيمشي وعايز أعرف قرار الاسترجاع بسرعة وشكراً لتعاونكم","policy_inquiry","neutral","medium"
"معلش، الوقت بيمشي وعايز أعرف قرار الاسترجاع بسرعة وشكراً لتعاونكم","policy_inquiry","neutral","medium"
"بجد الوقت بيمشي وعاوز أعرف قرار الاسترجاع بسرعة ياريت حد يرد عليا","policy_inquiry","neutral","medium"
"الوقت بيمشي وعاوز أعرف قرار الاسترجاع بسرعة وشكراً لتعاونكم","policy_inquiry","neutral","medium"
"على فكرة، الوقت بيمشي وعاوز أعرف قرار الاسترجاع بسرعة في انتظار ردكم","policy_inquiry","neutral","medium"
"من فضلك، الوقت بيمشي وعايز أعرف قرار الاسترجاع بسرعة ياريت حد يرد عليا","policy_inquiry","neutral","medium"
"لو سمحت، الوقت بيمشي وعايز أعرف قرار الاسترجاع بسرعة ياريت حد يرد عليا","policy_inquiry","neutral","medium"
"على فكرة، الوقت بيمشي وعايز أعرف قرار الاسترجاع بسرعة","policy_inquiry","neutral","medium"
"على فكرة، استغربت من شرط الفاتوره عشان الاسترجاع ياريت حد يرد عليا","policy_inquiry","negative","low"
"لو سمحت، استغربت من شرط الفاتورة عشان الاسترجاع ياريت حد يرد عليا","policy_inquiry","negative","low"
"بجد استغربت من شرط الفاتورة عشان الاسترجاع برجاء الإفادة","policy_inquiry","negative","low"
"معلش، استغربت من شرط الفاتوره عشان الاسترجاع","policy_inquiry","negative","low"
"بجد استغربت من شرط الفاتوره عشان الاسترجاع","policy_inquiry","negative","low"
"من فضلك، استغربت من شرط الفاتورة عشان الاسترجاع ياريت حد يرد عليا","policy_inquiry","negative","low"
"بجد استغربت من شرط الفاتورة عشان الاسترجاع ياريت حد يرد عليا","policy_inquiry","negative","low"
"على فكرة، استغربت من شرط الفاتورة عشان الاسترجاع في انتظار ردكم","policy_inquiry","negative","low"
"معلش، استغربت من شرط الفاتورة عشان الاسترجاع في انتظار ردكم","policy_inquiry","negative","low"
"طب استغربت من شرط الفاتورة عشان الاسترجاع وشكراً لتعاونكم","policy_inquiry","negative","low"
"من فضلك، استغربت من شرط الفاتورة عشان الاسترجاع وشكراً لتعاونكم","policy_inquiry","negative","low"
"من فضلك، استغربت من شرط الفاتوره عشان الاسترجاع برجاء الإفادة","policy_inquiry","negative","low"
"معلش، مش عارف ليه مينفعش أرجع المنتج بعد فتح العلبة، ده مش عدل وشكراً لتعاونكم","policy_inquiry","negative","low"
"من فضلك، مش عارف ليه مينفعش ارجع المنتج بعد فتح العلبة، ده مش عدل برجاء الإفادة","policy_inquiry","negative","low"
"مش عارف ليه مينفعش ارجع المنتج بعد فتح العلبة، ده مش عدل","policy_inquiry","negative","low"
"مش عارف ليه مينفعش أرجع المنتج بعد فتح العلبة، ده مش عدل وشكراً لتعاونكم","policy_inquiry","negative","low"
"بجد مش عارف ليه مينفعش أرجع المنتج بعد فتح العلبة، ده مش عدل في انتظار ردكم","policy_inquiry","negative","low"
"على فكرة، مش عارف ليه مينفعش ارجع المنتج بعد فتح العلبة، ده مش عدل برجاء الإفادة","policy_inquiry","negative","low"
"على فكرة، مش عارف ليه مينفعش أرجع المنتج بعد فتح العلبة، ده مش عدل","policy_inquiry","negative","low"
"معلش، مش عارف ليه مينفعش أرجع المنتج بعد فتح العلبة، ده مش عدل برجاء الإفادة","policy_inquiry","negative","low"
"بجد مش عارف ليه مينفعش أرجع المنتج بعد فتح العلبة، ده مش عدل وشكراً لتعاونكم","policy_inquiry","negative","low"
"طب مش عارف ليه مينفعش أرجع المنتج بعد فتح العلبة، ده مش عدل ياريت حد يرد عليا","policy_inquiry","negative","low"
"بجد مش عارف ليه مينفعش ارجع المنتج بعد فتح العلبة، ده مش عدل ياريت حد يرد عليا","policy_inquiry","negative","low"
"مش عارف ليه مينفعش أرجع المنتج بعد فتح العلبة، ده مش عدل ياريت حد يرد عليا","policy_inquiry","negative","low"
"لو سمحت، مش مقتنع بالسبب اللي مايخليش الاسترجاع سهل برجاء الإفادة","policy_inquiry","negative","low"
"مش مقتنع بالسبب اللي مايخليش الاسترجاع سهل برجاء الإفادة","policy_inquiry","negative","low"
"من فضلك، مش مقتنع بالسبب اللي مايخليش الاسترجاع سهل ياريت حد يرد عليا","policy_inquiry","negative","low"
"من فضلك، مش مقتنع بالسبب اللي مايخليش الاسترجاع سهل برجاء الإفادة","policy_inquiry","negative","low"
"من فضلك، مش مقتنع بالسبب اللي مايخليش الاسترجاع سهل","policy_inquiry","negative","low"
"على فكرة، مش مقتنع بالسبب اللي مايخليش الاسترجاع سهل ياريت حد يرد عليا","policy_inquiry","negative","low"
"طب مش مقتنع بالسبب اللي مايخليش الاسترجاع سهل في انتظار ردكم","policy_inquiry","negative","low"
"معلش، مش مقتنع بالسبب اللي مايخليش الاسترجاع سهل","policy_inquiry","negative","low"
"لو سمحت، مش مقتنع بالسبب اللي مايخليش الاسترجاع سهل","policy_inquiry","negative","low"
"بجد مش مقتنع بالسبب اللي مايخليش الاسترجاع سهل في انتظار ردكم","policy_inquiry","negative","low"
"طب مش مقتنع بالسبب اللي مايخليش الاسترجاع سهل","policy_inquiry","negative","low"
"مش مقتنع بالسبب اللي مايخليش الاسترجاع سهل","policy_inquiry","negative","low"
"على فكرة، هل ممكن أرجع المنتج بعد فتح العلبة؟ وشكراً لتعاونكم","policy_inquiry","neutral","low"
"لو سمحت، هل ممكن أرجع المنتج بعد فتح العلبة؟ برجاء الإفادة","policy_inquiry","neutral","low"
"بجد هل ممكن ارجع المنتج بعد فتح العلبة؟ في انتظار ردكم","policy_inquiry","neutral","low"
"هل ممكن أرجع المنتج بعد فتح العلبة؟ ياريت حد يرد عليا","policy_inquiry","neutral","low"
"معلش، هل ممكن أرجع المنتج بعد فتح العلبة؟ برجاء الإفادة","policy_inquiry","neutral","low"
"طب هل ممكن أرجع المنتج بعد فتح العلبة؟ برجاء الإفادة","policy_inquiry","neutral","low"
"على فكرة، هل ممكن أرجع المنتج بعد فتح العلبة؟ في انتظار ردكم","policy_inquiry","neutral","low"
"على فكرة، هل ممكن أرجع المنتج بعد فتح العلبة؟ ياريت حد يرد عليا","policy_inquiry","neutral","low"
"معلش، هل ممكن ارجع المنتج بعد فتح العلبة؟ في انتظار ردكم","policy_inquiry","neutral","low"
"من فضلك، هل ممكن أرجع المنتج بعد فتح العلبة؟","policy_inquiry","neutral","low"
"بجد هل ممكن ارجع المنتج بعد فتح العلبة؟","policy_inquiry","neutral","low"
"على فكرة، هل ممكن أرجع المنتج بعد فتح العلبة؟","policy_inquiry","neutral","low"
"بجد مش عاجبني ان الاسترجاع بيحتاج شروط كتير","policy_inquiry","negative","low"
"معلش، مش عاجبني ان الاسترجاع بيحتاج شروط كتير برجاء الإفادة","policy_inquiry","negative","low"
"على فكرة، مش عاجبني ان الاسترجاع بيحتاج شروط كتير وشكراً لتعاونكم","policy_inquiry","negative","low"
"معلش، مش عاجبني ان الاسترجاع بيحتاج شروط كتير وشكراً لتعاونكم","policy_inquiry","negative","low"
"طب مش عاجبني ان الاسترجاع بيحتاج شروط كتير في انتظار ردكم","policy_inquiry","negative","low"
"على فكرة، مش عاجبني ان الاسترجاع بيحتاج شروط كتير","policy_inquiry","negative","low"
"طب مش عاجبني ان الاسترجاع بيحتاج شروط كتير وشكراً لتعاونكم","policy_inquiry","negative","low"
"طب مش عاجبني ان الاسترجاع بيحتاج شروط كتير ياريت حد يرد عليا","policy_inquiry","negative","low"
"معلش، مش عاجبني ان الاسترجاع بيحتاج شروط كتير في انتظار ردكم","policy_inquiry","negative","low"
"من فضلك، مش عاجبني ان الاسترجاع بيحتاج شروط كتير","policy_inquiry","negative","low"
"مش عاجبني ان الاسترجاع بيحتاج شروط كتير في انتظار ردكم","policy_inquiry","negative","low"
"بجد مش عاجبني ان الاسترجاع بيحتاج شروط كتير ياريت حد يرد عليا","policy_inquiry","negative","low"
"الموضوع محبط شوية، سياسة الاسترجاع صعبة ياريت حد يرد عليا","policy_inquiry","negative","low"
"على فكرة، الموضوع محبط شوية، سياسة الاسترجاع صعبة","policy_inquiry","negative","low"
"معلش، الموضوع محبط شوية، سياسة الاسترجاع صعبة","policy_inquiry","negative","low"
"الموضوع محبط شوية، سياسة الاسترجاع صعبة برجاء الإفادة","policy_inquiry","negative","low"
"طب الموضوع محبط شوية، سياسة الاسترجاع صعبة ياريت حد يرد عليا","policy_inquiry","negative","low"
"على فكرة، الموضوع محبط شوية، سياسة الاسترجاع صعبة في انتظار ردكم","policy_inquiry","negative","low"
"الموضوع محبط شوية، سياسة الاسترجاع صعبة في انتظار ردكم","policy_inquiry","negative","low"
"من فضلك، الموضوع محبط شوية، سياسة الاسترجاع صعبة","policy_inquiry","negative","low"
"من فضلك، الموضوع محبط شوية، سياسة الاسترجاع صعبة في انتظار ردكم","policy_inquiry","negative","low"
"لو سمحت، الموضوع محبط شوية، سياسة الاسترجاع صعبة ياريت حد يرد عليا","policy_inquiry","negative","low"
"من فضلك، الموضوع محبط شوية، سياسة الاسترجاع صعبة ياريت حد يرد عليا","policy_inquiry","negative","low"
"من فضلك، الموضوع محبط شوية، سياسة الاسترجاع صعبة وشكراً لتعاونكم","policy_inquiry","negative","low"
"معلش، مش فاهم ليه فيه قيود كتير على الاستبدال وشكراً لتعاونكم","policy_inquiry","negative","low"
"من فضلك، مش فاهم ليه فيه قيود كتير على الاستبدال في انتظار ردكم","policy_inquiry","negative","low"
"على فكرة، مش فاهم ليه فيه قيود كتير على الاستبدال برجاء الإفادة","policy_inquiry","negative","low"
"معلش، مش فاهم ليه فيه قيود كتير على الاستبدال برجاء الإفادة","policy_inquiry","negative","low"
"بجد مش فاهم ليه فيه قيود كتير على الاستبدال برجاء الإفادة","policy_inquiry","negative","low"
"طب مش فاهم ليه فيه قيود كتير على الاستبدال","policy_inquiry","negative","low"
"مش فاهم ليه فيه قيود كتير على الاستبدال ياريت حد يرد عليا","policy_inquiry","negative","low"
"من فضلك، مش فاهم ليه فيه قيود كتير على الاستبدال ياريت حد يرد عليا","policy_inquiry","negative","low"
"على فكرة، مش فاهم ليه فيه قيود كتير على الاستبدال في انتظار ردكم","policy_inquiry","negative","low"
